FID,cd_recorte,quadro,cd_mun,nm_mun,id
qg_2022_030_munic.4204,03014110904,030,4110904,Itaguajé,4204
qg_2022_030_munic.4205,03014110953,030,4110953,Itaipulândia,4205
qg_2022_030_munic.4206,03014111001,030,4111001,Itambaracá,4206
qg_2022_030_munic.4207,03014111100,030,4111100,Itambé,4207
qg_2022_030_munic.4208,03014111209,030,4111209,Itapejara d'Oeste,4208
qg_2022_030_munic.4209,03014111258,030,4111258,Itaperuçu,4209
qg_2022_030_munic.4210,03014111605,030,4111605,Ivatuba,4210
qg_2022_030_munic.4211,03014111704,030,4111704,Jaboti,4211
qg_2022_030_munic.4212,03014111803,030,4111803,Jacarezinho,4212
qg_2022_030_munic.4213,03014111902,030,4111902,Jaguapitã,4213
qg_2022_030_munic.4214,03014112009,030,4112009,Jaguariaíva,4214
qg_2022_030_munic.4215,03014112108,030,4112108,Jandaia do Sul,4215
qg_2022_030_munic.4216,03014112207,030,4112207,Janiópolis,4216
qg_2022_030_munic.4217,03014112306,030,4112306,Japira,4217
qg_2022_030_munic.4218,03014112405,030,4112405,Japurá,4218
qg_2022_030_munic.4219,03014112504,030,4112504,Jardim Alegre,4219
qg_2022_030_munic.4220,03014112603,030,4112603,Jardim Olinda,4220
qg_2022_030_munic.4221,03014303558,030,4303558,Camargo,4221
qg_2022_030_munic.4222,03014303608,030,4303608,Cambará do Sul,4222
qg_2022_030_munic.4223,03014303673,030,4303673,Campestre da Serra,4223
qg_2022_030_munic.4224,03014112702,030,4112702,Jataizinho,4224
qg_2022_030_munic.4225,03014112751,030,4112751,Jesuítas,4225
qg_2022_030_munic.4226,03014112801,030,4112801,Joaquim Távora,4226
qg_2022_030_munic.4227,03014112900,030,4112900,Jundiaí do Sul,4227
qg_2022_030_munic.4228,03014112959,030,4112959,Juranda,4228
qg_2022_030_munic.4229,03014124608,030,4124608,São Carlos do Ivaí,4229
qg_2022_030_munic.4230,03014124707,030,4124707,São Jerônimo da Serra,4230
qg_2022_030_munic.4231,03014124806,030,4124806,São João,4231
qg_2022_030_munic.4232,03014113007,030,4113007,Jussara,4232
qg_2022_030_munic.4233,03014125902,030,4125902,São Pedro do Paraná,4233
qg_2022_030_munic.4234,03014303707,030,4303707,Campina das Missões,4234
qg_2022_030_munic.4235,03014113106,030,4113106,Kaloré,4235
qg_2022_030_munic.4236,03014113205,030,4113205,Lapa,4236
qg_2022_030_munic.4237,03014113254,030,4113254,Laranjal,4237
qg_2022_030_munic.4238,03014113304,030,4113304,Laranjeiras do Sul,4238
qg_2022_030_munic.4239,03014304309,030,4304309,Cândido Godói,4239
qg_2022_030_munic.4240,03014304358,030,4304358,Candiota,4240
qg_2022_030_munic.4241,03014304408,030,4304408,Canela,4241
qg_2022_030_munic.4242,03014304507,030,4304507,Canguçu,4242
qg_2022_030_munic.4243,03014113403,030,4113403,Leópolis,4243
qg_2022_030_munic.4244,03014113429,030,4113429,Lidianópolis,4244
qg_2022_030_munic.4245,03014113452,030,4113452,Lindoeste,4245
qg_2022_030_munic.4246,03014114708,030,4114708,Maria Helena,4246
qg_2022_030_munic.4247,03014113502,030,4113502,Loanda,4247
qg_2022_030_munic.4248,03014114807,030,4114807,Marialva,4248
qg_2022_030_munic.4249,03014114906,030,4114906,Marilândia do Sul,4249
qg_2022_030_munic.4250,03014115002,030,4115002,Marilena,4250
qg_2022_030_munic.4251,03014115101,030,4115101,Mariluz,4251
qg_2022_030_munic.4252,03014115200,030,4115200,Maringá,4252
qg_2022_030_munic.4253,03014113601,030,4113601,Lobato,4253
qg_2022_030_munic.4254,03014113759,030,4113759,Lunardelli,4254
qg_2022_030_munic.4255,03014113809,030,4113809,Lupionópolis,4255
qg_2022_030_munic.4256,03014113908,030,4113908,Mallet,4256
qg_2022_030_munic.4257,03014114005,030,4114005,Mamborê,4257
qg_2022_030_munic.4258,03014114104,030,4114104,Mandaguaçu,4258
qg_2022_030_munic.4259,03014114203,030,4114203,Mandaguari,4259
qg_2022_030_munic.4260,03014114302,030,4114302,Mandirituba,4260
qg_2022_030_munic.4261,03014114351,030,4114351,Manfrinópolis,4261
qg_2022_030_munic.4262,03014114401,030,4114401,Mangueirinha,4262
qg_2022_030_munic.4263,03014114500,030,4114500,Manoel Ribas,4263
qg_2022_030_munic.4264,03014114609,030,4114609,Marechal Cândido Rondon,4264
qg_2022_030_munic.4265,03014115309,030,4115309,Mariópolis,4265
qg_2022_030_munic.4266,03014115358,030,4115358,Maripá,4266
qg_2022_030_munic.4267,03014115408,030,4115408,Marmeleiro,4267
qg_2022_030_munic.4268,03014115457,030,4115457,Marquinho,4268
qg_2022_030_munic.4269,03014115507,030,4115507,Marumbi,4269
qg_2022_030_munic.4270,03014115606,030,4115606,Matelândia,4270
qg_2022_030_munic.4271,03014115705,030,4115705,Matinhos,4271
qg_2022_030_munic.4272,03014115739,030,4115739,Mato Rico,4272
qg_2022_030_munic.4273,03014115754,030,4115754,Mauá da Serra,4273
qg_2022_030_munic.4274,03014314787,030,4314787,Ponte Preta,4274
qg_2022_030_munic.4275,03014115804,030,4115804,Medianeira,4275
qg_2022_030_munic.4276,03014314803,030,4314803,Portão,4276
qg_2022_030_munic.4277,03014314902,030,4314902,Porto Alegre,4277
qg_2022_030_munic.4278,03014315008,030,4315008,Porto Lucena,4278
qg_2022_030_munic.4279,03014315057,030,4315057,Porto Mauá,4279
qg_2022_030_munic.4280,03014315073,030,4315073,Porto Vera Cruz,4280
qg_2022_030_munic.4281,03014315107,030,4315107,Porto Xavier,4281
qg_2022_030_munic.4282,03014315131,030,4315131,Pouso Novo,4282
qg_2022_030_munic.4283,03014115853,030,4115853,Mercedes,4283
qg_2022_030_munic.4284,03014126652,030,4126652,Sulina,4284
qg_2022_030_munic.4285,03014115903,030,4115903,Mirador,4285
qg_2022_030_munic.4286,03014126678,030,4126678,Tamarana,4286
qg_2022_030_munic.4287,03014126702,030,4126702,Tamboara,4287
qg_2022_030_munic.4288,03014126801,030,4126801,Tapejara,4288
qg_2022_030_munic.4289,03014126900,030,4126900,Tapira,4289
qg_2022_030_munic.4290,03014127007,030,4127007,Teixeira Soares,4290
qg_2022_030_munic.4291,03014127106,030,4127106,Telêmaco Borba,4291
qg_2022_030_munic.4292,03014315552,030,4315552,Rio dos Índios,4292
qg_2022_030_munic.4293,03014315602,030,4315602,Rio Grande,4293
qg_2022_030_munic.4294,03014315701,030,4315701,Rio Pardo,4294
qg_2022_030_munic.4295,03014315750,030,4315750,Riozinho,4295
qg_2022_030_munic.4296,03014116000,030,4116000,Miraselva,4296
qg_2022_030_munic.4297,03014116059,030,4116059,Missal,4297
qg_2022_030_munic.4298,03014117206,030,4117206,Nova Olímpia,4298
qg_2022_030_munic.4299,03014316733,030,4316733,Santa Cecília do Sul,4299
qg_2022_030_munic.4300,03014316758,030,4316758,Santa Clara do Sul,4300
qg_2022_030_munic.4301,03014316808,030,4316808,Santa Cruz do Sul,4301
qg_2022_030_munic.4302,03014316907,030,4316907,Santa Maria,4302
qg_2022_030_munic.4303,03014116109,030,4116109,Moreira Sales,4303
qg_2022_030_munic.4304,03014116208,030,4116208,Morretes,4304
qg_2022_030_munic.4305,03014316956,030,4316956,Santa Maria do Herval,4305
qg_2022_030_munic.4306,03014316972,030,4316972,Santa Margarida do Sul,4306
qg_2022_030_munic.4307,03014317004,030,4317004,Santana da Boa Vista,4307
qg_2022_030_munic.4308,03014317103,030,4317103,Sant'Ana do Livramento,4308
qg_2022_030_munic.4309,03014317202,030,4317202,Santa Rosa,4309
qg_2022_030_munic.4310,03014116307,030,4116307,Munhoz de Melo,4310
qg_2022_030_munic.4311,03014118451,030,4118451,Pato Bragado,4311
qg_2022_030_munic.4312,03014118501,030,4118501,Pato Branco,4312
qg_2022_030_munic.4313,03014118600,030,4118600,Paula Freitas,4313
qg_2022_030_munic.4314,03014118709,030,4118709,Paulo Frontin,4314
qg_2022_030_munic.4315,03014118808,030,4118808,Peabiru,4315
qg_2022_030_munic.4316,03014116406,030,4116406,Nossa Senhora das Graças,4316
qg_2022_030_munic.4317,03014118857,030,4118857,Perobal,4317
qg_2022_030_munic.4318,03014118907,030,4118907,Pérola,4318
qg_2022_030_munic.4319,03014119004,030,4119004,Pérola d'Oeste,4319
qg_2022_030_munic.4320,03014119103,030,4119103,Piên,4320
qg_2022_030_munic.4321,03014119152,030,4119152,Pinhais,4321
qg_2022_030_munic.4322,03014119202,030,4119202,Pinhalão,4322
qg_2022_030_munic.4323,03014127205,030,4127205,Terra Boa,4323
qg_2022_030_munic.4324,03014116505,030,4116505,Nova Aliança do Ivaí,4324
qg_2022_030_munic.4325,03014116604,030,4116604,Nova América da Colina,4325
qg_2022_030_munic.4326,03014116703,030,4116703,Nova Aurora,4326
qg_2022_030_munic.4327,03014116802,030,4116802,Nova Cantu,4327
qg_2022_030_munic.4328,03014116901,030,4116901,Nova Esperança,4328
qg_2022_030_munic.4329,03014116950,030,4116950,Nova Esperança do Sudoeste,4329
qg_2022_030_munic.4330,03014117008,030,4117008,Nova Fátima,4330
qg_2022_030_munic.4331,03014117057,030,4117057,Nova Laranjeiras,4331
qg_2022_030_munic.4332,03014117107,030,4117107,Nova Londrina,4332
qg_2022_030_munic.4333,03014119608,030,4119608,Pitanga,4333
qg_2022_030_munic.4334,03014117214,030,4117214,Nova Santa Bárbara,4334
qg_2022_030_munic.4335,03014117222,030,4117222,Nova Santa Rosa,4335
qg_2022_030_munic.4336,03014117255,030,4117255,Nova Prata do Iguaçu,4336
qg_2022_030_munic.4337,03014117271,030,4117271,Nova Tebas,4337
qg_2022_030_munic.4338,03014117297,030,4117297,Novo Itacolomi,4338
qg_2022_030_munic.4339,03014117305,030,4117305,Ortigueira,4339
qg_2022_030_munic.4340,03014117404,030,4117404,Ourizona,4340
qg_2022_030_munic.4341,03014117453,030,4117453,Ouro Verde do Oeste,4341
qg_2022_030_munic.4342,03014119806,030,4119806,Planalto,4342
qg_2022_030_munic.4343,03014119905,030,4119905,Ponta Grossa,4343
qg_2022_030_munic.4344,03014119954,030,4119954,Pontal do Paraná,4344
qg_2022_030_munic.4345,03014117503,030,4117503,Paiçandu,4345
qg_2022_030_munic.4346,03014117602,030,4117602,Palmas,4346
qg_2022_030_munic.4347,03014117701,030,4117701,Palmeira,4347
qg_2022_030_munic.4348,03014117800,030,4117800,Palmital,4348
qg_2022_030_munic.4349,03014317251,030,4317251,Santa Tereza,4349
qg_2022_030_munic.4350,03014117909,030,4117909,Palotina,4350
qg_2022_030_munic.4351,03014317301,030,4317301,Santa Vitória do Palmar,4351
qg_2022_030_munic.4352,03014317400,030,4317400,Santiago,4352
qg_2022_030_munic.4353,03014317509,030,4317509,Santo Ângelo,4353
qg_2022_030_munic.4354,03014118006,030,4118006,Paraíso do Norte,4354
qg_2022_030_munic.4355,03014317558,030,4317558,Santo Antônio do Palma,4355
qg_2022_030_munic.4356,03014317608,030,4317608,Santo Antônio da Patrulha,4356
qg_2022_030_munic.4357,03014317707,030,4317707,Santo Antônio das Missões,4357
qg_2022_030_munic.4358,03014118105,030,4118105,Paranacity,4358
qg_2022_030_munic.4359,03014118204,030,4118204,Paranaguá,4359
qg_2022_030_munic.4360,03014118303,030,4118303,Paranapoema,4360
qg_2022_030_munic.4361,03014118402,030,4118402,Paranavaí,4361
qg_2022_030_munic.4362,03014119251,030,4119251,Pinhal de São Bento,4362
qg_2022_030_munic.4363,03014119301,030,4119301,Pinhão,4363
qg_2022_030_munic.4364,03014119400,030,4119400,Piraí do Sul,4364
qg_2022_030_munic.4365,03014119509,030,4119509,Piraquara,4365
qg_2022_030_munic.4366,03014119657,030,4119657,Pitangueiras,4366
qg_2022_030_munic.4367,03014310363,030,4310363,Imigrante,4367
qg_2022_030_munic.4368,03014310405,030,4310405,Independência,4368
qg_2022_030_munic.4369,03014310413,030,4310413,Inhacorá,4369
qg_2022_030_munic.4370,03014310439,030,4310439,Ipê,4370
qg_2022_030_munic.4371,03014310462,030,4310462,Ipiranga do Sul,4371
qg_2022_030_munic.4372,03014119707,030,4119707,Planaltina do Paraná,4372
qg_2022_030_munic.4373,03014120002,030,4120002,Porecatu,4373
qg_2022_030_munic.4374,03014120101,030,4120101,Porto Amazonas,4374
qg_2022_030_munic.4375,03014120150,030,4120150,Porto Barreiro,4375
qg_2022_030_munic.4376,03014120200,030,4120200,Porto Rico,4376
qg_2022_030_munic.4377,03014310504,030,4310504,Iraí,4377
qg_2022_030_munic.4378,03014120309,030,4120309,Porto Vitória,4378
qg_2022_030_munic.4379,03014120333,030,4120333,Prado Ferreira,4379
qg_2022_030_munic.4380,03014120358,030,4120358,Pranchita,4380
qg_2022_030_munic.4381,03014120408,030,4120408,Presidente Castelo Branco,4381
qg_2022_030_munic.4382,03014121000,030,4121000,Querência do Norte,4382
qg_2022_030_munic.4383,03014120507,030,4120507,Primeiro de Maio,4383
qg_2022_030_munic.4384,03014120606,030,4120606,Prudentópolis,4384
qg_2022_030_munic.4385,03014120655,030,4120655,Quarto Centenário,4385
qg_2022_030_munic.4386,03014120705,030,4120705,Quatiguá,4386
qg_2022_030_munic.4387,03014121257,030,4121257,Ramilândia,4387
qg_2022_030_munic.4388,03014120804,030,4120804,Quatro Barras,4388
qg_2022_030_munic.4389,03014120853,030,4120853,Quatro Pontes,4389
qg_2022_030_munic.4390,03014120903,030,4120903,Quedas do Iguaçu,4390
qg_2022_030_munic.4391,03014121109,030,4121109,Quinta do Sol,4391
qg_2022_030_munic.4392,03014121208,030,4121208,Quitandinha,4392
qg_2022_030_munic.4393,03014122602,030,4122602,Rondon,4393
qg_2022_030_munic.4394,03014122651,030,4122651,Rosário do Ivaí,4394
qg_2022_030_munic.4395,03014122701,030,4122701,Sabáudia,4395
qg_2022_030_munic.4396,03014122800,030,4122800,Salgado Filho,4396
qg_2022_030_munic.4397,03014310801,030,4310801,Ivoti,4397
qg_2022_030_munic.4398,03014310850,030,4310850,Jaboticaba,4398
qg_2022_030_munic.4399,03014310876,030,4310876,Jacuizinho,4399
qg_2022_030_munic.4400,03014310900,030,4310900,Jacutinga,4400
qg_2022_030_munic.4401,03014311007,030,4311007,Jaguarão,4401
qg_2022_030_munic.4402,03014122909,030,4122909,Salto do Itararé,4402
qg_2022_030_munic.4403,03014123006,030,4123006,Salto do Lontra,4403
qg_2022_030_munic.4404,03014311106,030,4311106,Jaguari,4404
qg_2022_030_munic.4405,03014311122,030,4311122,Jaquirana,4405
qg_2022_030_munic.4406,03014123105,030,4123105,Santa Amélia,4406
qg_2022_030_munic.4407,03014123204,030,4123204,Santa Cecília do Pavão,4407
qg_2022_030_munic.4408,03014123303,030,4123303,Santa Cruz de Monte Castelo,4408
qg_2022_030_munic.4409,03014123402,030,4123402,Santa Fé,4409
qg_2022_030_munic.4410,03014123501,030,4123501,Santa Helena,4410
qg_2022_030_munic.4411,03014123600,030,4123600,Santa Inês,4411
qg_2022_030_munic.4412,03014123709,030,4123709,Santa Isabel do Ivaí,4412
qg_2022_030_munic.4413,03014123808,030,4123808,Santa Izabel do Oeste,4413
qg_2022_030_munic.4414,03014123824,030,4123824,Santa Lúcia,4414
qg_2022_030_munic.4415,03014123857,030,4123857,Santa Maria do Oeste,4415
qg_2022_030_munic.4416,03014123907,030,4123907,Santa Mariana,4416
qg_2022_030_munic.4417,03014311643,030,4311643,Linha Nova,4417
qg_2022_030_munic.4418,03014311700,030,4311700,Machadinho,4418
qg_2022_030_munic.4419,03014123956,030,4123956,Santa Mônica,4419
qg_2022_030_munic.4420,03014311759,030,4311759,Manoel Viana,4420
qg_2022_030_munic.4421,03014311775,030,4311775,Maquiné,4421
qg_2022_030_munic.4422,03014311791,030,4311791,Maratá,4422
qg_2022_030_munic.4423,03014311809,030,4311809,Marau,4423
qg_2022_030_munic.4424,03014124004,030,4124004,Santana do Itararé,4424
qg_2022_030_munic.4425,03014124020,030,4124020,Santa Tereza do Oeste,4425
qg_2022_030_munic.4426,03014124905,030,4124905,São João do Caiuá,4426
qg_2022_030_munic.4427,03014127403,030,4127403,Terra Roxa,4427
qg_2022_030_munic.4428,03014125001,030,4125001,São João do Ivaí,4428
qg_2022_030_munic.4429,03014125100,030,4125100,São João do Triunfo,4429
qg_2022_030_munic.4430,03014125209,030,4125209,São Jorge d'Oeste,4430
qg_2022_030_munic.4431,03014125308,030,4125308,São Jorge do Ivaí,4431
qg_2022_030_munic.4432,03014127502,030,4127502,Tibagi,4432
qg_2022_030_munic.4433,03014127601,030,4127601,Tijucas do Sul,4433
qg_2022_030_munic.4434,03014127700,030,4127700,Toledo,4434
qg_2022_030_munic.4435,03014127809,030,4127809,Tomazina,4435
qg_2022_030_munic.4436,03014127858,030,4127858,Três Barras do Paraná,4436
qg_2022_030_munic.4437,03014127882,030,4127882,Tunas do Paraná,4437
qg_2022_030_munic.4438,03014127908,030,4127908,Tuneiras do Oeste,4438
qg_2022_030_munic.4439,03014125357,030,4125357,São Jorge do Patrocínio,4439
qg_2022_030_munic.4440,03014128534,030,4128534,Ventania,4440
qg_2022_030_munic.4441,03014125407,030,4125407,São José da Boa Vista,4441
qg_2022_030_munic.4442,03014125456,030,4125456,São José das Palmeiras,4442
qg_2022_030_munic.4443,03014125506,030,4125506,São José dos Pinhais,4443
qg_2022_030_munic.4444,03014125555,030,4125555,São Manoel do Paraná,4444
qg_2022_030_munic.4445,03014125605,030,4125605,São Mateus do Sul,4445
qg_2022_030_munic.4446,03014125704,030,4125704,São Miguel do Iguaçu,4446
qg_2022_030_munic.4447,03014125753,030,4125753,São Pedro do Iguaçu,4447
qg_2022_030_munic.4448,03014201257,030,4201257,Apiúna,4448
qg_2022_030_munic.4449,03014201273,030,4201273,Arabutã,4449
qg_2022_030_munic.4450,03014125803,030,4125803,São Pedro do Ivaí,4450
qg_2022_030_munic.4451,03014126009,030,4126009,São Sebastião da Amoreira,4451
qg_2022_030_munic.4452,03014201307,030,4201307,Araquari,4452
qg_2022_030_munic.4453,03014201406,030,4201406,Araranguá,4453
qg_2022_030_munic.4454,03014201505,030,4201505,Armazém,4454
qg_2022_030_munic.4455,03014126108,030,4126108,São Tomé,4455
qg_2022_030_munic.4456,03014126207,030,4126207,Sapopema,4456
qg_2022_030_munic.4457,03014126256,030,4126256,Sarandi,4457
qg_2022_030_munic.4458,03014201604,030,4201604,Arroio Trinta,4458
qg_2022_030_munic.4459,03014201653,030,4201653,Arvoredo,4459
qg_2022_030_munic.4460,03014201703,030,4201703,Ascurra,4460
qg_2022_030_munic.4461,03014201802,030,4201802,Atalanta,4461
qg_2022_030_munic.4462,03014201901,030,4201901,Aurora,4462
qg_2022_030_munic.4463,03014201950,030,4201950,Balneário Arroio do Silva,4463
qg_2022_030_munic.4464,03014202008,030,4202008,Balneário Camboriú,4464
qg_2022_030_munic.4465,03014202057,030,4202057,Balneário Barra do Sul,4465
qg_2022_030_munic.4466,03014202073,030,4202073,Balneário Gaivota,4466
qg_2022_030_munic.4467,03014202081,030,4202081,Bandeirante,4467
qg_2022_030_munic.4468,03014202099,030,4202099,Barra Bonita,4468
qg_2022_030_munic.4469,03014202107,030,4202107,Barra Velha,4469
qg_2022_030_munic.4470,03014202131,030,4202131,Bela Vista do Toldo,4470
qg_2022_030_munic.4471,03014202156,030,4202156,Belmonte,4471
qg_2022_030_munic.4472,03014202206,030,4202206,Benedito Novo,4472
qg_2022_030_munic.4473,03014202305,030,4202305,Biguaçu,4473
qg_2022_030_munic.4474,03014202404,030,4202404,Blumenau,4474
qg_2022_030_munic.4475,03014202438,030,4202438,Bocaina do Sul,4475
qg_2022_030_munic.4476,03014202453,030,4202453,Bombinhas,4476
qg_2022_030_munic.4477,03014202503,030,4202503,Bom Jardim da Serra,4477
qg_2022_030_munic.4478,03014202537,030,4202537,Bom Jesus,4478
qg_2022_030_munic.4479,03014202578,030,4202578,Bom Jesus do Oeste,4479
qg_2022_030_munic.4480,03014202602,030,4202602,Bom Retiro,4480
qg_2022_030_munic.4481,03014202701,030,4202701,Botuverá,4481
qg_2022_030_munic.4482,03014202800,030,4202800,Braço do Norte,4482
qg_2022_030_munic.4483,03014202859,030,4202859,Braço do Trombudo,4483
qg_2022_030_munic.4484,03014202875,030,4202875,Brunópolis,4484
qg_2022_030_munic.4485,03014202909,030,4202909,Brusque,4485
qg_2022_030_munic.4486,03014203006,030,4203006,Caçador,4486
qg_2022_030_munic.4487,03014203105,030,4203105,Caibi,4487
qg_2022_030_munic.4488,03014203154,030,4203154,Calmon,4488
qg_2022_030_munic.4489,03014203204,030,4203204,Camboriú,4489
qg_2022_030_munic.4490,03014126272,030,4126272,Saudade do Iguaçu,4490
qg_2022_030_munic.4491,03014126306,030,4126306,Sengés,4491
qg_2022_030_munic.4492,03014126355,030,4126355,Serranópolis do Iguaçu,4492
qg_2022_030_munic.4493,03014203253,030,4203253,Capão Alto,4493
qg_2022_030_munic.4494,03014203303,030,4203303,Campo Alegre,4494
qg_2022_030_munic.4495,03014203402,030,4203402,Campo Belo do Sul,4495
qg_2022_030_munic.4496,03014203501,030,4203501,Campo Erê,4496
qg_2022_030_munic.4497,03014203600,030,4203600,Campos Novos,4497
qg_2022_030_munic.4498,03014203709,030,4203709,Canelinha,4498
qg_2022_030_munic.4499,03014203808,030,4203808,Canoinhas,4499
qg_2022_030_munic.4500,03014203907,030,4203907,Capinzal,4500
qg_2022_030_munic.4501,03014203956,030,4203956,Capivari de Baixo,4501
qg_2022_030_munic.4502,03014204004,030,4204004,Catanduvas,4502
qg_2022_030_munic.4503,03014204103,030,4204103,Caxambu do Sul,4503
qg_2022_030_munic.4504,03014204152,030,4204152,Celso Ramos,4504
qg_2022_030_munic.4505,03014204178,030,4204178,Cerro Negro,4505
qg_2022_030_munic.4506,03014204194,030,4204194,Chapadão do Lageado,4506
qg_2022_030_munic.4507,03014204202,030,4204202,Chapecó,4507
qg_2022_030_munic.4508,03014204251,030,4204251,Cocal do Sul,4508
qg_2022_030_munic.4509,03014204301,030,4204301,Concórdia,4509
qg_2022_030_munic.4510,03014204350,030,4204350,Cordilheira Alta,4510
qg_2022_030_munic.4511,03014204400,030,4204400,Coronel Freitas,4511
qg_2022_030_munic.4512,03014204459,030,4204459,Coronel Martins,4512
qg_2022_030_munic.4513,03014204509,030,4204509,Corupá,4513
qg_2022_030_munic.4514,03014204558,030,4204558,Correia Pinto,4514
qg_2022_030_munic.4515,03014204608,030,4204608,Criciúma,4515
qg_2022_030_munic.4516,03014204707,030,4204707,Cunha Porã,4516
qg_2022_030_munic.4517,03014204756,030,4204756,Cunhataí,4517
qg_2022_030_munic.4518,03014204806,030,4204806,Curitibanos,4518
qg_2022_030_munic.4519,03014204905,030,4204905,Descanso,4519
qg_2022_030_munic.4520,03014205001,030,4205001,Dionísio Cerqueira,4520
qg_2022_030_munic.4521,03014205100,030,4205100,Dona Emma,4521
qg_2022_030_munic.4522,03014205159,030,4205159,Doutor Pedrinho,4522
qg_2022_030_munic.4523,03014205175,030,4205175,Entre Rios,4523
qg_2022_030_munic.4524,03014205191,030,4205191,Ermo,4524
qg_2022_030_munic.4525,03014205209,030,4205209,Erval Velho,4525
qg_2022_030_munic.4526,03014205308,030,4205308,Faxinal dos Guedes,4526
qg_2022_030_munic.4527,03014205357,030,4205357,Flor do Sertão,4527
qg_2022_030_munic.4528,03014205407,030,4205407,Florianópolis,4528
qg_2022_030_munic.4529,03014205431,030,4205431,Formosa do Sul,4529
qg_2022_030_munic.4530,03014205456,030,4205456,Forquilhinha,4530
qg_2022_030_munic.4531,03014126405,030,4126405,Sertaneja,4531
qg_2022_030_munic.4532,03014205506,030,4205506,Fraiburgo,4532
qg_2022_030_munic.4533,03014205555,030,4205555,Frei Rogério,4533
qg_2022_030_munic.4534,03014205605,030,4205605,Galvão,4534
qg_2022_030_munic.4535,03014205704,030,4205704,Garopaba,4535
qg_2022_030_munic.4536,03014205803,030,4205803,Garuva,4536
qg_2022_030_munic.4537,03014205902,030,4205902,Gaspar,4537
qg_2022_030_munic.4538,03014206009,030,4206009,Governador Celso Ramos,4538
qg_2022_030_munic.4539,03014206108,030,4206108,Grão-Pará,4539
qg_2022_030_munic.4540,03014206207,030,4206207,Gravatal,4540
qg_2022_030_munic.4541,03014206306,030,4206306,Guabiruba,4541
qg_2022_030_munic.4542,03014206405,030,4206405,Guaraciaba,4542
qg_2022_030_munic.4543,03014206504,030,4206504,Guaramirim,4543
qg_2022_030_munic.4544,03014206603,030,4206603,Guarujá do Sul,4544
qg_2022_030_munic.4545,03014206652,030,4206652,Guatambú,4545
qg_2022_030_munic.4546,03014206702,030,4206702,Herval d'Oeste,4546
qg_2022_030_munic.4547,03014206751,030,4206751,Ibiam,4547
qg_2022_030_munic.4548,03014206801,030,4206801,Ibicaré,4548
qg_2022_030_munic.4549,03014206900,030,4206900,Ibirama,4549
qg_2022_030_munic.4550,03014207007,030,4207007,Içara,4550
qg_2022_030_munic.4551,03014207106,030,4207106,Ilhota,4551
qg_2022_030_munic.4552,03014207205,030,4207205,Imaruí,4552
qg_2022_030_munic.4553,03014207304,030,4207304,Imbituba,4553
qg_2022_030_munic.4554,03014207403,030,4207403,Imbuia,4554
qg_2022_030_munic.4555,03014207502,030,4207502,Indaial,4555
qg_2022_030_munic.4556,03014207577,030,4207577,Iomerê,4556
qg_2022_030_munic.4557,03014207601,030,4207601,Ipira,4557
qg_2022_030_munic.4558,03014207650,030,4207650,Iporã do Oeste,4558
qg_2022_030_munic.4559,03014207684,030,4207684,Ipuaçu,4559
qg_2022_030_munic.4560,03014207700,030,4207700,Ipumirim,4560
qg_2022_030_munic.4561,03014207759,030,4207759,Iraceminha,4561
qg_2022_030_munic.4562,03014207809,030,4207809,Irani,4562
qg_2022_030_munic.4563,03014207858,030,4207858,Irati,4563
qg_2022_030_munic.4564,03014207908,030,4207908,Irineópolis,4564
qg_2022_030_munic.4565,03014208005,030,4208005,Itá,4565
qg_2022_030_munic.4566,03014208104,030,4208104,Itaiópolis,4566
qg_2022_030_munic.4567,03014208203,030,4208203,Itajaí,4567
qg_2022_030_munic.4568,03014208302,030,4208302,Itapema,4568
qg_2022_030_munic.4569,03014126504,030,4126504,Sertanópolis,4569
qg_2022_030_munic.4570,03014126603,030,4126603,Siqueira Campos,4570
qg_2022_030_munic.4571,03014208401,030,4208401,Itapiranga,4571
qg_2022_030_munic.4572,03014208450,030,4208450,Itapoá,4572
qg_2022_030_munic.4573,03014208500,030,4208500,Ituporanga,4573
qg_2022_030_munic.4574,03014208609,030,4208609,Jaborá,4574
qg_2022_030_munic.4575,03014208708,030,4208708,Jacinto Machado,4575
qg_2022_030_munic.4576,03014208807,030,4208807,Jaguaruna,4576
qg_2022_030_munic.4577,03014208906,030,4208906,Jaraguá do Sul,4577
qg_2022_030_munic.4578,03014208955,030,4208955,Jardinópolis,4578
qg_2022_030_munic.4579,03014209003,030,4209003,Joaçaba,4579
qg_2022_030_munic.4580,03014209102,030,4209102,Joinville,4580
qg_2022_030_munic.4581,03014209151,030,4209151,José Boiteux,4581
qg_2022_030_munic.4582,03014209177,030,4209177,Jupiá,4582
qg_2022_030_munic.4583,03014209201,030,4209201,Lacerdópolis,4583
qg_2022_030_munic.4584,03014209300,030,4209300,Lages,4584
qg_2022_030_munic.4585,03014209409,030,4209409,Laguna,4585
qg_2022_030_munic.4586,03014209458,030,4209458,Lajeado Grande,4586
qg_2022_030_munic.4587,03014209508,030,4209508,Laurentino,4587
qg_2022_030_munic.4588,03014209607,030,4209607,Lauro Müller,4588
qg_2022_030_munic.4589,03014209706,030,4209706,Lebon Régis,4589
qg_2022_030_munic.4590,03014209805,030,4209805,Leoberto Leal,4590
qg_2022_030_munic.4591,03014209854,030,4209854,Lindóia do Sul,4591
qg_2022_030_munic.4592,03014209904,030,4209904,Lontras,4592
