FID,cd_recorte,quadro,cd_mun,nm_mun,id
qg_2022_030_munic.1076,03012311355,030,2311355,Quixelô,1076
qg_2022_030_munic.1077,03012311405,030,2311405,Quixeramobim,1077
qg_2022_030_munic.1078,03012311504,030,2311504,Quixeré,1078
qg_2022_030_munic.1079,03012311603,030,2311603,Redenção,1079
qg_2022_030_munic.1080,03012400307,030,2400307,Afonso Bezerra,1080
qg_2022_030_munic.1081,03012400406,030,2400406,Água Nova,1081
qg_2022_030_munic.1082,03014218806,030,4218806,Turvo,1082
qg_2022_030_munic.1083,03014218855,030,4218855,União do Oeste,1083
qg_2022_030_munic.1084,03014218905,030,4218905,Urubici,1084
qg_2022_030_munic.1085,03012311702,030,2311702,Reriutaba,1085
qg_2022_030_munic.1086,03012311801,030,2311801,Russas,1086
qg_2022_030_munic.1087,03012311900,030,2311900,Saboeiro,1087
qg_2022_030_munic.1088,03012311959,030,2311959,Salitre,1088
qg_2022_030_munic.1089,03012312007,030,2312007,Santana do Acaraú,1089
qg_2022_030_munic.1090,03014218954,030,4218954,Urupema,1090
qg_2022_030_munic.1091,03014219002,030,4219002,Urussanga,1091
qg_2022_030_munic.1092,03014219101,030,4219101,Vargeão,1092
qg_2022_030_munic.1093,03014219150,030,4219150,Vargem,1093
qg_2022_030_munic.1094,03014219176,030,4219176,Vargem Bonita,1094
qg_2022_030_munic.1095,03014219200,030,4219200,Vidal Ramos,1095
qg_2022_030_munic.1096,03014219309,030,4219309,Videira,1096
qg_2022_030_munic.1097,03014219358,030,4219358,Vitor Meireles,1097
qg_2022_030_munic.1098,03014219408,030,4219408,Witmarsum,1098
qg_2022_030_munic.1099,03014219507,030,4219507,Xanxerê,1099
qg_2022_030_munic.1100,03014219606,030,4219606,Xavantina,1100
qg_2022_030_munic.1101,03014219705,030,4219705,Xaxim,1101
qg_2022_030_munic.1102,03014219853,030,4219853,Zortéa,1102
qg_2022_030_munic.1103,03014220000,030,4220000,Balneário Rincão,1103
qg_2022_030_munic.1104,03012312106,030,2312106,Santana do Cariri,1104
qg_2022_030_munic.1105,03012312205,030,2312205,Santa Quitéria,1105
qg_2022_030_munic.1106,03012312304,030,2312304,São Benedito,1106
qg_2022_030_munic.1107,03012312403,030,2312403,São Gonçalo do Amarante,1107
qg_2022_030_munic.1108,03012403509,030,2403509,Espírito Santo,1108
qg_2022_030_munic.1109,03014300034,030,4300034,Aceguá,1109
qg_2022_030_munic.1110,03012312502,030,2312502,São João do Jaguaribe,1110
qg_2022_030_munic.1111,03012312601,030,2312601,São Luís do Curu,1111
qg_2022_030_munic.1112,03012312700,030,2312700,Senador Pompeu,1112
qg_2022_030_munic.1113,03012312809,030,2312809,Senador Sá,1113
qg_2022_030_munic.1114,03012312908,030,2312908,Sobral,1114
qg_2022_030_munic.1115,03012313005,030,2313005,Solonópole,1115
qg_2022_030_munic.1116,03012313708,030,2313708,Umari,1116
qg_2022_030_munic.1117,03012313757,030,2313757,Umirim,1117
qg_2022_030_munic.1118,03014300059,030,4300059,Água Santa,1118
qg_2022_030_munic.1119,03014300109,030,4300109,Agudo,1119
qg_2022_030_munic.1120,03014300208,030,4300208,Ajuricaba,1120
qg_2022_030_munic.1121,03014300307,030,4300307,Alecrim,1121
qg_2022_030_munic.1122,03014300406,030,4300406,Alegrete,1122
qg_2022_030_munic.1123,03014300455,030,4300455,Alegria,1123
qg_2022_030_munic.1124,03014300471,030,4300471,Almirante Tamandaré do Sul,1124
qg_2022_030_munic.1125,03014300505,030,4300505,Alpestre,1125
qg_2022_030_munic.1126,03014300554,030,4300554,Alto Alegre,1126
qg_2022_030_munic.1127,03015004403,030,5004403,Inocência,1127
qg_2022_030_munic.1128,03012313955,030,2313955,Varjota,1128
qg_2022_030_munic.1129,03012314003,030,2314003,Várzea Alegre,1129
qg_2022_030_munic.1130,03015004502,030,5004502,Itaporã,1130
qg_2022_030_munic.1131,03015004601,030,5004601,Itaquiraí,1131
qg_2022_030_munic.1132,03015004700,030,5004700,Ivinhema,1132
qg_2022_030_munic.1133,03015004809,030,5004809,Japorã,1133
qg_2022_030_munic.1134,03015004908,030,5004908,Jaraguari,1134
qg_2022_030_munic.1135,03015005004,030,5005004,Jardim,1135
qg_2022_030_munic.1136,03012314102,030,2314102,Viçosa do Ceará,1136
qg_2022_030_munic.1137,03012400109,030,2400109,Acari,1137
qg_2022_030_munic.1138,03012400208,030,2400208,Açu,1138
qg_2022_030_munic.1139,03015005103,030,5005103,Jateí,1139
qg_2022_030_munic.1140,03015005152,030,5005152,Juti,1140
qg_2022_030_munic.1141,03012400505,030,2400505,Alexandria,1141
qg_2022_030_munic.1142,03012400604,030,2400604,Almino Afonso,1142
qg_2022_030_munic.1143,03012400703,030,2400703,Alto do Rodrigues,1143
qg_2022_030_munic.1144,03012400802,030,2400802,Angicos,1144
qg_2022_030_munic.1145,03012401305,030,2401305,Campo Grande,1145
qg_2022_030_munic.1146,03012400901,030,2400901,Antônio Martins,1146
qg_2022_030_munic.1147,03012401453,030,2401453,Baraúna,1147
qg_2022_030_munic.1148,03012406304,030,2406304,Lagoa de Pedras,1148
qg_2022_030_munic.1149,03012401008,030,2401008,Apodi,1149
qg_2022_030_munic.1150,03012401107,030,2401107,Areia Branca,1150
qg_2022_030_munic.1151,03012401206,030,2401206,Arês,1151
qg_2022_030_munic.1152,03012401701,030,2401701,Bom Jesus,1152
qg_2022_030_munic.1153,03012401800,030,2401800,Brejinho,1153
qg_2022_030_munic.1154,03012406403,030,2406403,Lagoa de Velhos,1154
qg_2022_030_munic.1155,03012401404,030,2401404,Baía Formosa,1155
qg_2022_030_munic.1156,03012401503,030,2401503,Barcelona,1156
qg_2022_030_munic.1157,03012401602,030,2401602,Bento Fernandes,1157
qg_2022_030_munic.1158,03012401651,030,2401651,Bodó,1158
qg_2022_030_munic.1159,03012401859,030,2401859,Caiçara do Norte,1159
qg_2022_030_munic.1160,03012401909,030,2401909,Caiçara do Rio do Vento,1160
qg_2022_030_munic.1161,03012402402,030,2402402,Carnaúba dos Dantas,1161
qg_2022_030_munic.1162,03012402006,030,2402006,Caicó,1162
qg_2022_030_munic.1163,03012402105,030,2402105,Campo Redondo,1163
qg_2022_030_munic.1164,03012403756,030,2403756,Fernando Pedroza,1164
qg_2022_030_munic.1165,03012402204,030,2402204,Canguaretama,1165
qg_2022_030_munic.1166,03012402303,030,2402303,Caraúbas,1166
qg_2022_030_munic.1167,03012402501,030,2402501,Carnaubais,1167
qg_2022_030_munic.1168,03012402600,030,2402600,Ceará-Mirim,1168
qg_2022_030_munic.1169,03012402709,030,2402709,Cerro Corá,1169
qg_2022_030_munic.1170,03012402808,030,2402808,Coronel Ezequiel,1170
qg_2022_030_munic.1171,03012402907,030,2402907,Coronel João Pessoa,1171
qg_2022_030_munic.1172,03012405009,030,2405009,Jaçanã,1172
qg_2022_030_munic.1173,03012403004,030,2403004,Cruzeta,1173
qg_2022_030_munic.1174,03012403202,030,2403202,Doutor Severiano,1174
qg_2022_030_munic.1175,03012405108,030,2405108,Jandaíra,1175
qg_2022_030_munic.1176,03012403103,030,2403103,Currais Novos,1176
qg_2022_030_munic.1177,03012403301,030,2403301,Encanto,1177
qg_2022_030_munic.1178,03012403251,030,2403251,Parnamirim,1178
qg_2022_030_munic.1179,03012403608,030,2403608,Extremoz,1179
qg_2022_030_munic.1180,03012403707,030,2403707,Felipe Guerra,1180
qg_2022_030_munic.1181,03012405504,030,2405504,Jardim de Angicos,1181
qg_2022_030_munic.1182,03012403806,030,2403806,Florânia,1182
qg_2022_030_munic.1183,03012404309,030,2404309,Governador Dix-Sept Rosado,1183
qg_2022_030_munic.1184,03012403905,030,2403905,Francisco Dantas,1184
qg_2022_030_munic.1185,03012404002,030,2404002,Frutuoso Gomes,1185
qg_2022_030_munic.1186,03012404606,030,2404606,Ielmo Marinho,1186
qg_2022_030_munic.1187,03012404101,030,2404101,Galinhos,1187
qg_2022_030_munic.1188,03012404200,030,2404200,Goianinha,1188
qg_2022_030_munic.1189,03012404408,030,2404408,Grossos,1189
qg_2022_030_munic.1190,03012404507,030,2404507,Guamaré,1190
qg_2022_030_munic.1191,03012408607,030,2408607,Paraná,1191
qg_2022_030_munic.1192,03012404705,030,2404705,Ipanguaçu,1192
qg_2022_030_munic.1193,03012404804,030,2404804,Ipueira,1193
qg_2022_030_munic.1194,03012404853,030,2404853,Itajá,1194
qg_2022_030_munic.1195,03012405207,030,2405207,Janduís,1195
qg_2022_030_munic.1196,03012405306,030,2405306,Januário Cicco,1196
qg_2022_030_munic.1197,03012405405,030,2405405,Japi,1197
qg_2022_030_munic.1198,03012405603,030,2405603,Jardim de Piranhas,1198
qg_2022_030_munic.1199,03012405702,030,2405702,Jardim do Seridó,1199
qg_2022_030_munic.1200,03012406205,030,2406205,Lagoa d'Anta,1200
qg_2022_030_munic.1201,03012405801,030,2405801,João Câmara,1201
qg_2022_030_munic.1202,03012405900,030,2405900,João Dias,1202
qg_2022_030_munic.1203,03012406007,030,2406007,José da Penha,1203
qg_2022_030_munic.1204,03012408706,030,2408706,Paraú,1204
qg_2022_030_munic.1205,03012406106,030,2406106,Jucurutu,1205
qg_2022_030_munic.1206,03012406155,030,2406155,Jundiá,1206
qg_2022_030_munic.1207,03012406502,030,2406502,Lagoa Nova,1207
qg_2022_030_munic.1208,03012406601,030,2406601,Lagoa Salgada,1208
qg_2022_030_munic.1209,03012408805,030,2408805,Parazinho,1209
qg_2022_030_munic.1210,03012406700,030,2406700,Lajes,1210
qg_2022_030_munic.1211,03012406809,030,2406809,Lajes Pintadas,1211
qg_2022_030_munic.1212,03012406908,030,2406908,Lucrécia,1212
qg_2022_030_munic.1213,03012407005,030,2407005,Luís Gomes,1213
qg_2022_030_munic.1214,03014300570,030,4300570,Alto Feliz,1214
qg_2022_030_munic.1215,03014300604,030,4300604,Alvorada,1215
qg_2022_030_munic.1216,03012407104,030,2407104,Macaíba,1216
qg_2022_030_munic.1217,03012407203,030,2407203,Macau,1217
qg_2022_030_munic.1218,03012407252,030,2407252,Major Sales,1218
qg_2022_030_munic.1219,03012407302,030,2407302,Marcelino Vieira,1219
qg_2022_030_munic.1220,03012408409,030,2408409,Olho d'Água do Borges,1220
qg_2022_030_munic.1221,03014300638,030,4300638,Amaral Ferrador,1221
qg_2022_030_munic.1222,03014300646,030,4300646,Ametista do Sul,1222
qg_2022_030_munic.1223,03014300661,030,4300661,André da Rocha,1223
qg_2022_030_munic.1224,03014300703,030,4300703,Anta Gorda,1224
qg_2022_030_munic.1225,03014300802,030,4300802,Antônio Prado,1225
qg_2022_030_munic.1226,03012407401,030,2407401,Martins,1226
qg_2022_030_munic.1227,03012407500,030,2407500,Maxaranguape,1227
qg_2022_030_munic.1228,03012407609,030,2407609,Messias Targino,1228
qg_2022_030_munic.1229,03012407708,030,2407708,Montanhas,1229
qg_2022_030_munic.1230,03014301107,030,4301107,Arroio dos Ratos,1230
qg_2022_030_munic.1231,03014301206,030,4301206,Arroio do Tigre,1231
qg_2022_030_munic.1232,03012407807,030,2407807,Monte Alegre,1232
qg_2022_030_munic.1233,03012407906,030,2407906,Monte das Gameleiras,1233
qg_2022_030_munic.1234,03012408508,030,2408508,Ouro Branco,1234
qg_2022_030_munic.1235,03014301305,030,4301305,Arroio Grande,1235
qg_2022_030_munic.1236,03014301404,030,4301404,Arvorezinha,1236
qg_2022_030_munic.1237,03014301503,030,4301503,Augusto Pestana,1237
qg_2022_030_munic.1238,03014301552,030,4301552,Áurea,1238
qg_2022_030_munic.1239,03014301602,030,4301602,Bagé,1239
qg_2022_030_munic.1240,03012408003,030,2408003,Mossoró,1240
qg_2022_030_munic.1241,03012408102,030,2408102,Natal,1241
qg_2022_030_munic.1242,03012408201,030,2408201,Nísia Floresta,1242
qg_2022_030_munic.1243,03012408300,030,2408300,Nova Cruz,1243
qg_2022_030_munic.1244,03012408904,030,2408904,Parelhas,1244
qg_2022_030_munic.1245,03012409332,030,2409332,Santa Maria,1245
qg_2022_030_munic.1246,03012409407,030,2409407,Pau dos Ferros,1246
qg_2022_030_munic.1247,03012408953,030,2408953,Rio do Fogo,1247
qg_2022_030_munic.1248,03012409100,030,2409100,Passa e Fica,1248
qg_2022_030_munic.1249,03012409209,030,2409209,Passagem,1249
qg_2022_030_munic.1250,03012409308,030,2409308,Patu,1250
qg_2022_030_munic.1251,03012409506,030,2409506,Pedra Grande,1251
qg_2022_030_munic.1252,03012409605,030,2409605,Pedra Preta,1252
qg_2022_030_munic.1253,03012409704,030,2409704,Pedro Avelino,1253
qg_2022_030_munic.1254,03012409803,030,2409803,Pedro Velho,1254
qg_2022_030_munic.1255,03012409902,030,2409902,Pendências,1255
qg_2022_030_munic.1256,03012410009,030,2410009,Pilões,1256
qg_2022_030_munic.1257,03012410108,030,2410108,Poço Branco,1257
qg_2022_030_munic.1258,03012410603,030,2410603,Rafael Godeiro,1258
qg_2022_030_munic.1259,03012410207,030,2410207,Portalegre,1259
qg_2022_030_munic.1260,03012411056,030,2411056,Tibau,1260
qg_2022_030_munic.1261,03012410256,030,2410256,Porto do Mangue,1261
qg_2022_030_munic.1262,03012410306,030,2410306,Serra Caiada,1262
qg_2022_030_munic.1263,03012411106,030,2411106,Ruy Barbosa,1263
qg_2022_030_munic.1264,03012410405,030,2410405,Pureza,1264
qg_2022_030_munic.1265,03012410504,030,2410504,Rafael Fernandes,1265
qg_2022_030_munic.1266,03012413706,030,2413706,Sítio Novo,1266
qg_2022_030_munic.1267,03012410702,030,2410702,Riacho da Cruz,1267
qg_2022_030_munic.1268,03012410801,030,2410801,Riacho de Santana,1268
qg_2022_030_munic.1269,03012410900,030,2410900,Riachuelo,1269
qg_2022_030_munic.1270,03012411007,030,2411007,Rodolfo Fernandes,1270
qg_2022_030_munic.1271,03012411205,030,2411205,Santa Cruz,1271
qg_2022_030_munic.1272,03012411502,030,2411502,Santo Antônio,1272
qg_2022_030_munic.1273,03012414100,030,2414100,Tenente Ananias,1273
qg_2022_030_munic.1274,03012411403,030,2411403,Santana do Matos,1274
qg_2022_030_munic.1275,03012411429,030,2411429,Santana do Seridó,1275
qg_2022_030_munic.1276,03012411601,030,2411601,São Bento do Norte,1276
qg_2022_030_munic.1277,03012411700,030,2411700,São Bento do Trairí,1277
qg_2022_030_munic.1278,03012411809,030,2411809,São Fernando,1278
qg_2022_030_munic.1279,03012411908,030,2411908,São Francisco do Oeste,1279
qg_2022_030_munic.1280,03012412104,030,2412104,São João do Sabugi,1280
qg_2022_030_munic.1281,03012412005,030,2412005,São Gonçalo do Amarante,1281
qg_2022_030_munic.1282,03012413359,030,2413359,Serra do Mel,1282
qg_2022_030_munic.1283,03012412203,030,2412203,São José de Mipibu,1283
qg_2022_030_munic.1284,03012412302,030,2412302,São José do Campestre,1284
qg_2022_030_munic.1285,03012412401,030,2412401,São José do Seridó,1285
qg_2022_030_munic.1286,03012412500,030,2412500,São Miguel,1286
qg_2022_030_munic.1287,03012413409,030,2413409,Serra Negra do Norte,1287
qg_2022_030_munic.1288,03012412559,030,2412559,São Miguel do Gostoso,1288
qg_2022_030_munic.1289,03012412609,030,2412609,São Paulo do Potengi,1289
qg_2022_030_munic.1290,03012412708,030,2412708,São Pedro,1290
qg_2022_030_munic.1291,03012412807,030,2412807,São Rafael,1291
qg_2022_030_munic.1292,03012412906,030,2412906,São Tomé,1292
qg_2022_030_munic.1293,03012413003,030,2413003,São Vicente,1293
qg_2022_030_munic.1294,03012413102,030,2413102,Senador Elói de Souza,1294
qg_2022_030_munic.1295,03012413201,030,2413201,Senador Georgino Avelino,1295
qg_2022_030_munic.1296,03012413300,030,2413300,Serra de São Bento,1296
qg_2022_030_munic.1297,03012413508,030,2413508,Serrinha,1297
qg_2022_030_munic.1298,03012413557,030,2413557,Serrinha dos Pintos,1298
qg_2022_030_munic.1299,03012413607,030,2413607,Severiano Melo,1299
qg_2022_030_munic.1300,03012413805,030,2413805,Taboleiro Grande,1300
qg_2022_030_munic.1301,03012413904,030,2413904,Taipu,1301
qg_2022_030_munic.1302,03012414001,030,2414001,Tangará,1302
qg_2022_030_munic.1303,03012414159,030,2414159,Tenente Laurentino Cruz,1303
qg_2022_030_munic.1304,03012414209,030,2414209,Tibau do Sul,1304
qg_2022_030_munic.1305,03012414308,030,2414308,Timbaúba dos Batistas,1305
qg_2022_030_munic.1306,03012414407,030,2414407,Touros,1306
qg_2022_030_munic.1307,03012414456,030,2414456,Triunfo Potiguar,1307
qg_2022_030_munic.1308,03012414506,030,2414506,Umarizal,1308
qg_2022_030_munic.1309,03012414605,030,2414605,Upanema,1309
qg_2022_030_munic.1310,03012414704,030,2414704,Várzea,1310
qg_2022_030_munic.1311,03012414753,030,2414753,Venha-Ver,1311
qg_2022_030_munic.1312,03012414803,030,2414803,Vera Cruz,1312
qg_2022_030_munic.1313,03012414902,030,2414902,Viçosa,1313
qg_2022_030_munic.1314,03012415008,030,2415008,Vila Flor,1314
qg_2022_030_munic.1315,03012502052,030,2502052,Bernardino Batista,1315
qg_2022_030_munic.1316,03012500106,030,2500106,Água Branca,1316
qg_2022_030_munic.1317,03012500205,030,2500205,Aguiar,1317
qg_2022_030_munic.1318,03012500304,030,2500304,Alagoa Grande,1318
qg_2022_030_munic.1319,03012500403,030,2500403,Alagoa Nova,1319
qg_2022_030_munic.1320,03012505501,030,2505501,Vista Serrana,1320
qg_2022_030_munic.1321,03012505600,030,2505600,Diamante,1321
qg_2022_030_munic.1322,03012505709,030,2505709,Dona Inês,1322
qg_2022_030_munic.1323,03012500502,030,2500502,Alagoinha,1323
qg_2022_030_munic.1324,03012500536,030,2500536,Alcantil,1324
qg_2022_030_munic.1325,03012500577,030,2500577,Algodão de Jandaíra,1325
qg_2022_030_munic.1326,03012500601,030,2500601,Alhandra,1326
qg_2022_030_munic.1327,03012500700,030,2500700,São João do Rio do Peixe,1327
qg_2022_030_munic.1328,03012500734,030,2500734,Amparo,1328
qg_2022_030_munic.1329,03012500775,030,2500775,Aparecida,1329
qg_2022_030_munic.1330,03012500809,030,2500809,Araçagi,1330
qg_2022_030_munic.1331,03012500908,030,2500908,Arara,1331
qg_2022_030_munic.1332,03012502300,030,2502300,Bom Sucesso,1332
qg_2022_030_munic.1333,03012502409,030,2502409,Bonito de Santa Fé,1333
qg_2022_030_munic.1334,03012501005,030,2501005,Araruna,1334
qg_2022_030_munic.1335,03012501104,030,2501104,Areia,1335
qg_2022_030_munic.1336,03012501153,030,2501153,Areia de Baraúnas,1336
qg_2022_030_munic.1337,03012502508,030,2502508,Boqueirão,1337
qg_2022_030_munic.1338,03012502607,030,2502607,Igaracy,1338
qg_2022_030_munic.1339,03012501203,030,2501203,Areial,1339
qg_2022_030_munic.1340,03012501302,030,2501302,Aroeiras,1340
qg_2022_030_munic.1341,03012501351,030,2501351,Assunção,1341
qg_2022_030_munic.1342,03012501401,030,2501401,Baía da Traição,1342
qg_2022_030_munic.1343,03012501500,030,2501500,Bananeiras,1343
qg_2022_030_munic.1344,03012705309,030,2705309,Minador do Negrão,1344
qg_2022_030_munic.1345,03012501534,030,2501534,Baraúna,1345
qg_2022_030_munic.1346,03012501575,030,2501575,Barra de Santana,1346
qg_2022_030_munic.1347,03012501609,030,2501609,Barra de Santa Rosa,1347
qg_2022_030_munic.1348,03012501708,030,2501708,Barra de São Miguel,1348
qg_2022_030_munic.1349,03012501807,030,2501807,Bayeux,1349
qg_2022_030_munic.1350,03012501906,030,2501906,Belém,1350
qg_2022_030_munic.1351,03012502003,030,2502003,Belém do Brejo do Cruz,1351
qg_2022_030_munic.1352,03012705408,030,2705408,Monteirópolis,1352
qg_2022_030_munic.1353,03012502102,030,2502102,Boa Ventura,1353
qg_2022_030_munic.1354,03012502151,030,2502151,Boa Vista,1354
qg_2022_030_munic.1355,03012502201,030,2502201,Bom Jesus,1355
qg_2022_030_munic.1356,03012502706,030,2502706,Borborema,1356
qg_2022_030_munic.1357,03012502805,030,2502805,Brejo do Cruz,1357
qg_2022_030_munic.1358,03012508554,030,2508554,Logradouro,1358
qg_2022_030_munic.1359,03012508604,030,2508604,Lucena,1359
qg_2022_030_munic.1360,03012502904,030,2502904,Brejo dos Santos,1360
qg_2022_030_munic.1361,03012503001,030,2503001,Caaporã,1361
qg_2022_030_munic.1362,03012503100,030,2503100,Cabaceiras,1362
qg_2022_030_munic.1363,03012503209,030,2503209,Cabedelo,1363
qg_2022_030_munic.1364,03012503407,030,2503407,Cacimba de Areia,1364
qg_2022_030_munic.1365,03012511400,030,2511400,Picuí,1365
qg_2022_030_munic.1366,03012511509,030,2511509,Pilar,1366
qg_2022_030_munic.1367,03012511608,030,2511608,Pilões,1367
qg_2022_030_munic.1368,03012503308,030,2503308,Cachoeira dos Índios,1368
qg_2022_030_munic.1369,03012504801,030,2504801,Coremas,1369
qg_2022_030_munic.1370,03012503506,030,2503506,Cacimba de Dentro,1370
qg_2022_030_munic.1371,03012503555,030,2503555,Cacimbas,1371
qg_2022_030_munic.1372,03012503605,030,2503605,Caiçara,1372
qg_2022_030_munic.1373,03012503704,030,2503704,Cajazeiras,1373
qg_2022_030_munic.1374,03012503753,030,2503753,Cajazeirinhas,1374
qg_2022_030_munic.1375,03012503803,030,2503803,Caldas Brandão,1375
qg_2022_030_munic.1376,03012503902,030,2503902,Camalaú,1376
qg_2022_030_munic.1377,03012504009,030,2504009,Campina Grande,1377
qg_2022_030_munic.1378,03012504033,030,2504033,Capim,1378
qg_2022_030_munic.1379,03012504074,030,2504074,Caraúbas,1379
qg_2022_030_munic.1380,03012705507,030,2705507,Murici,1380
qg_2022_030_munic.1381,03012504108,030,2504108,Carrapateira,1381
qg_2022_030_munic.1382,03012504157,030,2504157,Casserengue,1382
qg_2022_030_munic.1383,03012504207,030,2504207,Catingueira,1383
qg_2022_030_munic.1384,03012504306,030,2504306,Catolé do Rocha,1384
qg_2022_030_munic.1385,03012504355,030,2504355,Caturité,1385
qg_2022_030_munic.1386,03012504405,030,2504405,Conceição,1386
qg_2022_030_munic.1387,03012504504,030,2504504,Condado,1387
qg_2022_030_munic.1388,03012504603,030,2504603,Conde,1388
qg_2022_030_munic.1389,03012505204,030,2505204,Cuitegi,1389
qg_2022_030_munic.1390,03012505238,030,2505238,Cuité de Mamanguape,1390
qg_2022_030_munic.1391,03012505279,030,2505279,Curral de Cima,1391
qg_2022_030_munic.1392,03012504702,030,2504702,Congo,1392
qg_2022_030_munic.1393,03012504850,030,2504850,Coxixola,1393
qg_2022_030_munic.1394,03012504900,030,2504900,Cruz do Espírito Santo,1394
qg_2022_030_munic.1395,03012505006,030,2505006,Cubati,1395
qg_2022_030_munic.1396,03012505105,030,2505105,Cuité,1396
qg_2022_030_munic.1397,03012505303,030,2505303,Curral Velho,1397
qg_2022_030_munic.1398,03012505352,030,2505352,Damião,1398
qg_2022_030_munic.1399,03012505402,030,2505402,Desterro,1399
qg_2022_030_munic.1400,03012505808,030,2505808,Duas Estradas,1400
qg_2022_030_munic.1401,03012505907,030,2505907,Emas,1401
qg_2022_030_munic.1402,03012506004,030,2506004,Esperança,1402
qg_2022_030_munic.1403,03012506103,030,2506103,Fagundes,1403
qg_2022_030_munic.1404,03012705705,030,2705705,Olho d'Água das Flores,1404
qg_2022_030_munic.1405,03012705804,030,2705804,Olho d'Água do Casado,1405
qg_2022_030_munic.1406,03012506202,030,2506202,Frei Martinho,1406
qg_2022_030_munic.1407,03012506251,030,2506251,Gado Bravo,1407
qg_2022_030_munic.1408,03012506301,030,2506301,Guarabira,1408
qg_2022_030_munic.1409,03012506400,030,2506400,Gurinhém,1409
qg_2022_030_munic.1410,03012506509,030,2506509,Gurjão,1410
qg_2022_030_munic.1411,03012506608,030,2506608,Ibiara,1411
qg_2022_030_munic.1412,03012506707,030,2506707,Imaculada,1412
qg_2022_030_munic.1413,03012506806,030,2506806,Ingá,1413
qg_2022_030_munic.1414,03012506905,030,2506905,Itabaiana,1414
qg_2022_030_munic.1415,03012507002,030,2507002,Itaporanga,1415
qg_2022_030_munic.1416,03012507101,030,2507101,Itapororoca,1416
qg_2022_030_munic.1417,03012513208,030,2513208,Santa Cruz,1417
qg_2022_030_munic.1418,03012513307,030,2513307,Santa Helena,1418
qg_2022_030_munic.1419,03012507200,030,2507200,Itatuba,1419
qg_2022_030_munic.1420,03012507309,030,2507309,Jacaraú,1420
qg_2022_030_munic.1421,03012507408,030,2507408,Jericó,1421
qg_2022_030_munic.1422,03012507507,030,2507507,João Pessoa,1422
qg_2022_030_munic.1423,03012507606,030,2507606,Juarez Távora,1423
qg_2022_030_munic.1424,03014302253,030,4302253,Boa Vista do Sul,1424
qg_2022_030_munic.1425,03014302303,030,4302303,Bom Jesus,1425
qg_2022_030_munic.1426,03014302352,030,4302352,Bom Princípio,1426
qg_2022_030_munic.1427,03012507705,030,2507705,Juazeirinho,1427
qg_2022_030_munic.1428,03012507804,030,2507804,Junco do Seridó,1428
qg_2022_030_munic.1429,03012507903,030,2507903,Juripiranga,1429
qg_2022_030_munic.1430,03012508000,030,2508000,Juru,1430
qg_2022_030_munic.1431,03012508109,030,2508109,Lagoa,1431
qg_2022_030_munic.1432,03012508208,030,2508208,Lagoa de Dentro,1432
qg_2022_030_munic.1433,03012508307,030,2508307,Lagoa Seca,1433
qg_2022_030_munic.1434,03012508406,030,2508406,Lastro,1434
qg_2022_030_munic.1435,03012508505,030,2508505,Livramento,1435
qg_2022_030_munic.1436,03012508703,030,2508703,Mãe d'Água,1436
qg_2022_030_munic.1437,03012508802,030,2508802,Malta,1437
qg_2022_030_munic.1438,03012508901,030,2508901,Mamanguape,1438
qg_2022_030_munic.1439,03012509008,030,2509008,Manaíra,1439
qg_2022_030_munic.1440,03012509057,030,2509057,Marcação,1440
qg_2022_030_munic.1441,03012509107,030,2509107,Mari,1441
qg_2022_030_munic.1442,03012509156,030,2509156,Marizópolis,1442
qg_2022_030_munic.1443,03012509206,030,2509206,Massaranduba,1443
qg_2022_030_munic.1444,03012509305,030,2509305,Mataraca,1444
qg_2022_030_munic.1445,03012509339,030,2509339,Matinhas,1445
qg_2022_030_munic.1446,03012509370,030,2509370,Mato Grosso,1446
qg_2022_030_munic.1447,03012509396,030,2509396,Maturéia,1447
qg_2022_030_munic.1448,03012509404,030,2509404,Mogeiro,1448
qg_2022_030_munic.1449,03012904209,030,2904209,Botuporã,1449
qg_2022_030_munic.1450,03012509503,030,2509503,Montadas,1450
qg_2022_030_munic.1451,03012509602,030,2509602,Monte Horebe,1451
qg_2022_030_munic.1452,03012509701,030,2509701,Monteiro,1452
qg_2022_030_munic.1453,03012509800,030,2509800,Mulungu,1453
qg_2022_030_munic.1454,03012509909,030,2509909,Natuba,1454
qg_2022_030_munic.1455,03012510006,030,2510006,Nazarezinho,1455
qg_2022_030_munic.1456,03012510105,030,2510105,Nova Floresta,1456
qg_2022_030_munic.1457,03012510204,030,2510204,Nova Olinda,1457
qg_2022_030_munic.1458,03012510303,030,2510303,Nova Palmeira,1458
qg_2022_030_munic.1459,03012510402,030,2510402,Olho d'Água,1459
qg_2022_030_munic.1460,03012904308,030,2904308,Brejões,1460
qg_2022_030_munic.1461,03012904407,030,2904407,Brejolândia,1461
qg_2022_030_munic.1462,03012904506,030,2904506,Brotas de Macaúbas,1462
qg_2022_030_munic.1463,03012904605,030,2904605,Brumado,1463
qg_2022_030_munic.1464,03012904704,030,2904704,Buerarema,1464
qg_2022_030_munic.1465,03012904753,030,2904753,Buritirama,1465
qg_2022_030_munic.1466,03012904803,030,2904803,Caatiba,1466
qg_2022_030_munic.1467,03012904852,030,2904852,Cabaceiras do Paraguaçu,1467
qg_2022_030_munic.1468,03012904902,030,2904902,Cachoeira,1468
qg_2022_030_munic.1469,03012905008,030,2905008,Caculé,1469
